;control_input;control_input\control_binary;control_input\control_gestures;control_input\control_graduell;control_input\control_standing-up;design;design\aesthetics;design\aesthetics\design-aesthetics_simple;design\angle;design\angle\design-angle_flat;design\angle\design-angle_slightly-angled;design\connection;design\connection\design-connection_cable;design\connection\design-connection_irrelevant;design\connection\design-connection_wireless;design\design-device;design\design-device\design-device_device-individually;design\design-device\design-device_one-device-one-component;design\design-device\design-device_one-device-several-components;design\design-device\design-device_several-components-individually;design\mounting;design\mounting\design-mounted_chair-leg;design\physical-requirements;design\physical-requirements\design-feedback_click;design\physical-requirements\design-physcial-req_dependent-on-task;design\physical-requirements\design-physcial-req_device_with-rest;design\physical-requirements\design-physical-req_adjustable;design\physical-requirements\design-physical-req_back-to-startposition;design\physical-requirements\design-physical-req_feedback;design\physical-requirements\design-physical-req_haptic-surface-diffable;design\physical-requirements\design-physical-req_portable;design\physical-requirements\design-physical-req_quiet;design\physical-requirements\design-physical-req_resistance;design\physical-requirements\design-physical-req_stable-grip;design\physical-requirements\design-physical-req_use-space-comfortable;design\shape;design\shape\design-shape_curved;design\size;design\size\design-size_narrow;design\size\design-size_whole-foot;design\size\design-size_wide;design\space;design\space\design-use-space_stationary;design\space\design-use-space_take-along;design\usages;design\usages\usage_parallel-work;design\usages\usage_repetitive work;design\usages\usage_simultaneity;device_tasks;device_tasks\usecase_change-of-window;device_tasks\usecase_clicks;device_tasks\usecase_copying-text;device_tasks\usecase_editing/formating;device_tasks\usecase_gaming;device_tasks\usecase_media-control/production;device_tasks\usecase_media-editing;device_tasks\usecase_presenting;device_tasks\usecase_reading;device_tasks\usecase_screenshot;device_tasks\usecase_scrolling;device_tasks\usecase_shortcut;device_tasks\usecase_system-operation/navigation;device_tasks\usecase_system-settings;device_tasks\usecase_transcriping/annotation;device_tasks\usecase_typing;device-count;device-count\device-count_four;device-count\device-count_one;device-count\device-count_three;device-count\device-count_two;devices;devices\device_balance-pad;devices\device_box;devices\device_buttons;devices\device_combination;devices\device_digital-gesture-pad;devices\device_foot-moves-there;devices\device_gestures;devices\device_lever;devices\device_mouse-wheel;devices\device_pad;devices\device_pedal;devices\device_piano-pedal;devices\device_slider;devices\device_toggle-switch;devices\device_tracking;foot-usage-preferences;foot-usage-preferences\foot_left;foot-usage-preferences\foot_right;foot-usage-preferences\foot_whole-foot;foot-usage-preferences\foot-count_one;foot-usage-preferences\foot-count_two;functions;functions\functions_application-specific;functions\functions_combinations;functions\functions_individualisable;functions\functions_like-common-usage;functions\functions_position-dependent;functions\functions_presets;functions\functions_system-wide;further_comments;further_comments\additional-environment_outside-office;further_comments\additional-input_special-mouse-keys;further_comments\further-comments_impractical-cleaning;further_comments\further-comments_position-health-benefit;further_comments\further-comments_social-acceptance;further_comments\further-comments_testing-intuitiv;gestures;gestures\gesture_hold;gestures\gesture_rotation;gestures\gesture_slide;gestures\gesture_tap;motion;motion\motion_back-down-foot-heel;motion\motion_balance-control;motion\motion_both-ways-toggle-switch;motion\motion_effortless;motion\motion_exhausting;motion\motion_foot-movement;motion\motion_front-down-foot-balls;motion\motion_up-down;participant_identifiers;seated_position;seated_position\seated-position_foot-off-ground;seated_position\seated-position_foot-outstreched;seated_position\seated-position_foot-under-chair;seated_position\seated-position_foot-under-desk;seated_position\seated-postion_normal;shortcuts_used;shortcuts_used\shortcuts_application specific;shortcuts_used\shortcuts_change-of-focus;shortcuts_used\shortcuts_change-of-window/tab;shortcuts_used\shortcuts_command-line;shortcuts_used\shortcuts_hard-to-type-chars;shortcuts_used\shortcuts_new-doc;shortcuts_used\shortcuts_open-application;shortcuts_used\shortcuts_operating/navigating-system;shortcuts_used\shortcuts_screenshot;shortcuts_used\shortcuts_taskmanager;shortcuts_wished;shortcuts_wished\add-shortcut_combination-of-shortcuts;shortcuts_wished\add-shortcut_end-task;shortcuts_wished\add-shortcut_operate/navigate-system;shortcuts_wished\add-shortcut_programming;shortcuts_wished\add-shortcut_special-chars;tasks_done;tasks_done\task_3Dmodelling;tasks_done\task_gaming;tasks_done\task_media-editing/control;tasks_done\task_office-programms;tasks_done\task_operating/navigating-system;tasks_done\task_reading;tasks_done\task_research;tasks_done\task_shopping;tasks_done\task_streaming;tasks_done\task_studying;tasks_done\task_typing;tools_used;tools_used\tools_additionals;tools_used\tools_controller;tools_used\tools_digital-pen;tools_used\tools_keyboard;tools_used\tools_laptop;tools_used\tools_microphone;tools_used\tools_most_used;tools_used\tools_mouse;tools_used\tools_paper;tools_used\tools_pc;tools_used\tools_shortcut;tools_used\tools_smartphone;tools_used\tools_steamdeck;tools_used\tools_tablet;tools_used\tools_touchpad;tools_used\tools_touchscreen;tools_used_mostly;tools_used_mostly\user_mostly_mouse;tools_used_mostly\user_mostly-depending-on-task;tools_used_mostly\user_mostly-keyboard;value;value\value_efficiency;value\value_expanding_keyboard;value\value_expanding-mouse;value\value_expansion-not-substitution;value\value_fun;value\value_heath-info;value\value_new-function;value\value_sub_mouse-functions;working_position;working_position\position_seated;working_position\position_slouching;working_position\position_standing;SUMME
Notes_A_P01;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;2;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;1;1;1;45
Notes_A_P02;0;0;2;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;3;0;1;0;0;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;52
Notes_A_P03;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;0;1;0;0;0;0;5;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;2;0;1;0;1;0;0;1;1;0;1;0;1;0;1;1;1;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;60
Notes_B_P04;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;0;0;0;0;2;0;1;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;1;0;0;2;2;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;60
Notes_B_P05;0;1;0;0;0;0;0;1;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;2;0;1;0;0;49
Notes_B_P06;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;1;0;39
Notes_C_P07;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;0;0;0;2;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;51
Notes_C_P08;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;0;2;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0;49
Notes_C_P09;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;2;0;1;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;1;0;2;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;2;0;0;0;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;2;0;0;50
Notes_D_P10;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;2;0;0;1;0;1;0;0;1;0;1;0;2;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;2;1;0;1;1;0;0;1;1;0;0;2;0;0;0;2;0;0;3;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;65
Notes_D_P11;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;3;0;0;3;1;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;2;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;62
Notes_D_P12;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;3;0;0;2;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;47
Notes_E_P13;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;1;0;34
Notes_E_P14;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;2;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;38
Notes_E_P15;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;40
Notes_F_P16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;38
Notes_F_P17;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;2;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;3;0;1;1;0;47
Notes_F_P18;0;1;0;2;0;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;2;0;1;1;0;2;1;2;0;2;1;1;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;3;0;1;0;1;64
SUMME;0;4;4;5;1;0;0;3;0;9;11;0;8;6;8;0;4;1;19;2;0;1;0;12;2;10;8;2;7;8;13;4;11;4;2;0;2;0;3;4;2;0;9;6;0;2;5;3;0;1;4;2;4;9;14;2;1;2;1;14;15;2;1;3;5;0;9;3;8;7;0;2;1;6;4;6;5;4;1;1;5;17;2;2;12;5;0;0;9;4;4;15;0;6;2;8;1;3;6;12;0;6;4;2;9;1;2;0;1;2;1;3;0;4;2;7;1;1;1;11;1;18;0;7;7;7;2;6;0;2;1;11;1;1;2;1;6;4;2;0;2;1;1;2;2;0;1;6;6;3;4;6;5;2;6;5;19;0;2;6;4;21;18;9;0;22;8;9;7;2;1;12;10;1;0;8;5;5;0;12;2;3;6;6;1;2;16;0;19;8;2;890
